Local motif clustering. build: 12:03:51, Jun 24 2019. Time: 19:02:39 [Mar 27 2019]
==================================================================================
Directed graph? (-d:)=Yes
Input graph file (-i:)=/home/dhh/soltesz-lab/losonczy-ca3-collab/v2-3232021/graph.txt
Motif type (-m:)=m5
Seed (-s:)=61
alpha (-a:)=0.98
eps (-e:)=0.0001
Size	NodeId	Conductance
1	61	1.0000000
2	13	0.9375000
3	57	0.8000000
4	36	0.7619048
5	110	0.6296296
6	81	0.5666667
7	51	0.5312500
8	82	0.5263158
9	85	0.5000000
10	105	0.4772727
11	98	0.4468085
12	12	0.4400000
13	87	0.4313726
14	55	0.4038461
15	73	0.4500000
16	48	0.4354839
17	54	0.4242424
18	70	0.4225352
19	66	0.4470588
20	6	0.4444444
21	8	0.4301075
22	53	0.4255319
23	46	0.4380952
24	49	0.4074074
25	27	0.4000000
26	21	0.3965517
27	30	0.3728814
28	83	0.3671875
29	74	0.4246575
30	34	0.4189189
31	44	0.3846154
32	39	0.3773585
33	75	0.3502825
34	3	0.3155080
35	7	0.3138298
36	127	0.2758621
37	11	0.2634146
38	92	0.2512077
39	86	0.2451923
40	56	0.2342342
	Global minimun!!!
	First local minimun!!!
41	29	0.2680851
42	18	0.2807018
43	23	0.2735426
44	76	0.2718894
45	72	0.2663551
46	22	0.2629108
47	95	0.2644231
48	68	0.2682927
49	96	0.2673267
50	119	0.2931937
51	58	0.2978723
52	123	0.3125000
53	91	0.3045977
54	10	0.3475610
55	35	0.3461539
56	112	0.3464052
57	88	0.3624161
58	14	0.3777778
59	4	0.3863636
60	19	0.3816794
61	17	0.3769231
62	89	0.3937008
63	124	0.3968254
64	125	0.3920000
65	107	0.3865546
66	93	0.4000000
67	97	0.4166667
68	79	0.4086021
69	59	0.4269663
70	38	0.3855422
71	32	0.3827161
72	108	0.3875000
73	122	0.3924051
74	90	0.3783784
75	20	0.3823529
76	77	0.3880597
77	15	0.3846154
78	129	0.3750000
79	26	0.3709677
80	33	0.3500000
81	121	0.3214286
82	113	0.3333333
83	120	0.3695652
84	102	0.3555556
85	116	0.3414634
86	42	0.4411765
87	60	0.6400000
88	1	0.6666667
89	31	0.6956522
90	0	0.6818182
91	9	0.6666667
92	100	0.6842105
93	103	0.6470588
94	101	0.6250000
95	126	0.6000000
96	45	0.8750000
97	50	1.0000000
98	2	1.0000000
99	5	1.0000000
100	62	1.0000000
Size of Cluster: 40.

run time: 0.17s (19:02:39)
