Local motif clustering. build: 12:03:51, Jun 24 2019. Time: 19:02:46 [Mar 27 2019]
==================================================================================
Directed graph? (-d:)=Yes
Input graph file (-i:)=/home/dhh/soltesz-lab/losonczy-ca3-collab/v2-3232021/graph.txt
Motif type (-m:)=m5
Seed (-s:)=92
alpha (-a:)=0.98
eps (-e:)=0.0001
Size	NodeId	Conductance
1	92	1.0000000
2	127	0.8823529
3	11	0.7894737
4	46	0.7000000
5	74	0.6458333
6	23	0.5849057
7	22	0.5740741
8	86	0.5636364
9	4	0.5344828
10	72	0.5081967
11	35	0.4782609
12	75	0.3678161
13	36	0.3636364
14	85	0.3586957
15	49	0.3578947
16	77	0.3541667
17	83	0.3207547
18	3	0.3017241
19	58	0.3025210
20	30	0.2975207
21	96	0.2983871
22	53	0.2960000
23	79	0.2890625
24	66	0.2887324
25	56	0.2692308
26	34	0.2594937
27	70	0.2638037
28	61	0.2640449
29	42	0.2702703
30	105	0.2727273
31	59	0.2774869
32	50	0.2835051
33	76	0.2800000
34	110	0.2621359
35	82	0.2500000
36	123	0.2410714
37	45	0.2337662
38	13	0.2284483
39	60	0.2145923
40	21	0.2155172
41	108	0.2164502
42	122	0.2173913
43	2	0.2070485
44	62	0.2035398
45	5	0.2000000
	Global minimun!!!
	First local minimun!!!
46	44	0.2211982
47	81	0.2242991
48	54	0.2285714
49	55	0.2296651
50	87	0.2259615
51	9	0.2270531
52	0	0.2281553
53	1	0.2243902
54	31	0.2205882
55	120	0.2311558
56	116	0.2256410
57	95	0.2263158
58	112	0.2299465
59	91	0.2324324
60	57	0.2320442
61	129	0.2333333
62	73	0.2441860
63	15	0.2411765
64	8	0.2455090
65	107	0.2670808
66	113	0.2756410
67	101	0.2709678
68	126	0.2662338
69	12	0.2715232
70	27	0.2777778
71	121	0.3000000
72	20	0.2985075
73	38	0.3281250
74	98	0.3280000
75	6	0.3416667
76	29	0.4018691
77	51	0.4095238
78	119	0.4361702
79	88	0.4444444
80	103	0.4431818
81	48	0.4534884
82	93	0.4634146
83	14	0.5147059
84	39	0.5230770
85	89	0.5645161
86	100	0.5666667
87	18	0.5714286
88	19	0.5625000
89	97	0.7586207
90	90	0.7916667
91	7	0.8260869
92	10	0.7692308
93	68	0.7000000
94	32	0.7500000
95	17	0.7142857
96	102	0.6666667
97	33	0.7500000
98	26	0.5000000
99	124	1.0000000
100	125	1.0000000
Size of Cluster: 45.

run time: 0.19s (19:02:46)
