Local motif clustering. build: 12:03:51, Jun 24 2019. Time: 19:02:36 [Mar 27 2019]
==================================================================================
Directed graph? (-d:)=Yes
Input graph file (-i:)=/home/dhh/soltesz-lab/losonczy-ca3-collab/v2-3232021/graph.txt
Motif type (-m:)=m5
Seed (-s:)=51
alpha (-a:)=0.98
eps (-e:)=0.0001
Size	NodeId	Conductance
1	51	1.0000000
2	57	0.8333333
3	10	0.8750000
4	81	0.7894737
5	97	0.6842105
6	61	0.6792453
7	7	0.6666667
8	26	0.6250000
9	98	0.6101695
10	102	0.6000000
11	13	0.5901639
12	6	0.5454546
13	89	0.5217391
14	121	0.4931507
15	29	0.4767442
16	93	0.4444444
17	33	0.4347826
18	90	0.4020618
19	110	0.3786408
20	19	0.3750000
21	14	0.3474576
22	36	0.3445378
23	12	0.3360656
24	91	0.3306452
25	21	0.3280000
26	100	0.3228346
27	96	0.3076923
28	44	0.2971014
29	48	0.2928571
30	32	0.2887324
31	73	0.2866667
32	38	0.2756410
33	17	0.2738853
34	54	0.2670808
35	82	0.2754491
36	27	0.2643678
37	76	0.2611111
38	39	0.2568306
39	30	0.2540540
40	68	0.2553191
41	85	0.2552083
42	88	0.2397959
43	18	0.2077295
44	95	0.2028302
45	70	0.1935484
46	20	0.1973094
47	119	0.1794872
48	83	0.1782609
49	105	0.1798246
50	8	0.1733333
	Global minimun!!!
	First local minimun!!!
51	112	0.1756757
52	79	0.1780822
53	66	0.2195122
54	125	0.2205882
55	124	0.2167488
56	103	0.2189055
57	4	0.2222222
58	107	0.2135417
59	46	0.2486188
60	59	0.2598870
61	49	0.2528736
62	87	0.2543353
63	55	0.2500000
64	123	0.2687500
65	58	0.2611465
66	53	0.2564103
67	3	0.2808219
68	113	0.2765957
69	34	0.2661870
70	75	0.3305785
71	74	0.3883495
72	15	0.3861386
73	127	0.3953488
74	129	0.3882353
75	86	0.3809524
76	11	0.3658537
77	92	0.3500000
78	56	0.3484848
79	72	0.3333333
80	9	0.3387097
81	0	0.3442623
82	1	0.3333333
83	31	0.3220339
84	23	0.2962963
85	22	0.2830189
86	35	0.2444444
87	42	0.3157895
88	108	0.3243243
89	77	0.3333333
90	122	0.3428572
91	60	0.5000000
92	120	0.6190476
93	116	0.6470588
94	45	0.9000000
95	2	0.8571429
96	50	1.0000000
97	101	1.0000000
98	126	1.0000000
99	5	1.0000000
100	62	1.0000000
Size of Cluster: 50.

run time: 0.19s (19:02:36)
