Local motif clustering. build: 12:03:51, Jun 24 2019. Time: 19:02:45 [Mar 27 2019]
==================================================================================
Directed graph? (-d:)=Yes
Input graph file (-i:)=/home/dhh/soltesz-lab/losonczy-ca3-collab/v2-3232021/graph.txt
Motif type (-m:)=m5
Seed (-s:)=88
alpha (-a:)=0.98
eps (-e:)=0.0001
Size	NodeId	Conductance
1	88	1.0000000
2	32	0.6666667
3	33	0.5000000
	First local minimun!!!
4	12	0.5454546
5	42	0.6666667
6	60	0.6296296
7	26	0.6206896
8	2	0.5312500
9	5	0.5151515
10	27	0.5500000
11	62	0.5365854
12	45	0.3958333
13	50	0.3333333
14	29	0.4375000
15	77	0.4307692
16	19	0.4242424
17	91	0.4117647
18	39	0.4084507
19	97	0.4555556
20	93	0.4255319
21	44	0.4117647
22	96	0.3904762
23	10	0.3565217
24	14	0.3100775
25	98	0.3106061
26	73	0.3142857
27	76	0.3082192
28	35	0.3181818
29	102	0.3161290
30	18	0.3072289
31	17	0.2994012
32	107	0.2947977
33	51	0.2914286
34	57	0.2905028
35	83	0.2751323
36	95	0.2680412
37	7	0.2666667
38	81	0.2525252
39	38	0.2352941
40	110	0.2476190
41	90	0.2465116
42	121	0.2374429
43	119	0.2173913
44	6	0.2042553
45	48	0.1983122
	Global minimun!!!
46	23	0.2155172
47	89	0.2139738
48	82	0.2331839
49	68	0.2227273
50	61	0.2292683
51	124	0.2303922
52	125	0.2266010
53	13	0.2227723
54	8	0.2160804
55	70	0.2061856
56	85	0.2052632
57	54	0.2043011
58	100	0.2065217
59	75	0.2469880
60	74	0.2770270
61	127	0.2556391
62	112	0.2615385
63	79	0.2598425
64	21	0.2619048
65	4	0.2439024
66	20	0.2735043
67	86	0.2672414
68	36	0.2695652
69	58	0.2857143
70	92	0.2818182
71	11	0.2777778
72	3	0.3265306
73	56	0.4404762
74	30	0.4512195
75	72	0.4430380
76	123	0.4925373
77	22	0.4848485
78	66	0.5000000
79	105	0.5200000
80	46	0.4615385
81	103	0.4864865
82	113	0.4375000
83	34	0.4000000
84	15	0.3928571
85	49	0.3600000
86	129	0.3333333
87	53	0.3043478
88	59	0.3684210
89	55	0.3888889
90	87	0.3529412
91	108	0.3750000
92	122	0.4000000
93	120	0.6000000
94	116	0.6666667
95	0	0.8000000
96	9	1.0000000
97	1	1.0000000
98	31	1.0000000
99	101	1.0000000
100	126	1.0000000
Size of Cluster: 3.

run time: 0.20s (19:02:45)
