Local motif clustering. build: 12:03:51, Jun 24 2019. Time: 18:29:43 [Mar 27 2019]
==================================================================================
Directed graph? (-d:)=Yes
Input graph file (-i:)=/home/dhh/soltesz-lab/losonczy-ca3-collab/v2-3232021/graph.txt
Motif type (-m:)=m5
Seed (-s:)=68
alpha (-a:)=0.98
eps (-e:)=0.0001
Size	NodeId	Conductance
1	68	1.0000000
2	90	0.7500000
3	48	0.6666667
4	18	0.6875000
5	119	0.5769231
6	124	0.5555556
7	125	0.5000000
8	8	0.4666667
9	39	0.4545455
10	107	0.3589744
11	98	0.3571429
12	27	0.3469388
13	73	0.3214286
14	82	0.3166667
15	110	0.3281250
16	38	0.3285714
17	6	0.3150685
18	112	0.3200000
19	54	0.3205128
20	79	0.3209876
21	14	0.3369565
22	81	0.3404255
23	13	0.3368421
24	12	0.3298969
25	44	0.3076923
26	60	0.3211009
27	57	0.3185841
28	88	0.3130435
29	42	0.3162393
30	61	0.2812500
31	58	0.2824427
32	97	0.2896552
33	83	0.2810458
34	5	0.2792208
35	2	0.2774194
36	51	0.2675159
37	121	0.2641509
38	10	0.2275449
39	89	0.2189349
40	93	0.2080925
41	85	0.2057143
42	45	0.2000000
43	32	0.2011494
44	50	0.1976744
45	4	0.2011834
46	26	0.1976048
47	77	0.1987952
48	33	0.1939394
49	29	0.1883117
	Global minimun!!!
	First local minimun!!!
50	35	0.2054795
51	59	0.2097902
52	66	0.2769231
53	3	0.3250000
54	76	0.3508772
55	20	0.3783784
56	123	0.4117647
57	74	0.5294118
58	23	0.5625000
59	75	0.5967742
60	34	0.5833333
61	91	0.6034483
62	70	0.6000000
63	95	0.5600000
64	56	0.5853658
65	31	0.6000000
66	9	0.5897436
67	127	0.6800000
68	15	0.6666667
69	72	0.6363636
70	46	0.8333333
71	96	0.8000000
72	86	0.7777778
73	11	0.7142857
74	92	0.6000000
75	49	0.6666667
76	30	0.5000000
77	113	1.0000000
78	120	1.0000000
Size of Cluster: 49.

run time: 0.19s (18:29:43)
