Local motif clustering. build: 12:03:51, Jun 24 2019. Time: 18:29:53 [Mar 27 2019]
==================================================================================
Directed graph? (-d:)=Yes
Input graph file (-i:)=/home/dhh/soltesz-lab/losonczy-ca3-collab/v2-3232021/graph.txt
Motif type (-m:)=m5
Seed (-s:)=113
alpha (-a:)=0.98
eps (-e:)=0.0001
Size	NodeId	Conductance
1	113	1.0000000
2	120	0.5000000
	First local minimun!!!
3	56	0.7272727
4	66	0.7083333
5	46	0.6176471
6	3	0.5000000
7	49	0.4565217
8	58	0.4285714
9	30	0.4000000
10	34	0.3653846
11	123	0.3442623
12	15	0.3387097
13	72	0.3281250
14	20	0.2985075
15	59	0.3000000
16	75	0.3522727
17	92	0.3555556
18	11	0.3586957
19	112	0.3510638
20	61	0.3714286
21	54	0.3611111
22	31	0.3577982
23	9	0.3454545
24	95	0.3391304
25	86	0.3362069
26	127	0.3230769
27	96	0.3181818
28	74	0.2416107
29	110	0.2352941
30	13	0.2272727
31	85	0.2179487
32	70	0.2138365
33	23	0.1890244
34	82	0.1845238
35	35	0.1704545
36	76	0.1686047
	Global minimun!!!
37	4	0.1715976
38	57	0.1818182
39	91	0.1840491
40	42	0.1801242
41	83	0.1830065
42	89	0.1854305
43	79	0.1824324
44	38	0.2183099
45	81	0.2142857
46	14	0.2635659
47	107	0.2845528
48	51	0.2892562
49	29	0.3000000
50	77	0.3027523
51	8	0.3084112
52	98	0.3173077
53	119	0.3191489
54	44	0.3563218
55	73	0.4000000
56	121	0.4102564
57	48	0.4210526
58	6	0.4383562
59	93	0.4492754
60	97	0.4909091
61	10	0.4255319
62	18	0.4864865
63	27	0.5000000
64	60	0.6400000
65	50	0.6956522
66	12	0.7142857
67	32	0.7500000
68	39	0.7058824
69	68	0.7142857
70	90	0.6923077
71	88	0.6363636
72	45	0.7142857
73	26	0.8000000
74	2	0.7500000
75	5	0.6666667
76	33	0.5000000
77	124	1.0000000
78	125	1.0000000
Size of Cluster: 2.

run time: 0.19s (18:29:53)
