Local motif clustering. build: 12:03:51, Jun 24 2019. Time: 18:29:49 [Mar 27 2019]
==================================================================================
Directed graph? (-d:)=Yes
Input graph file (-i:)=/home/dhh/soltesz-lab/losonczy-ca3-collab/v2-3232021/graph.txt
Motif type (-m:)=m5
Seed (-s:)=97
alpha (-a:)=0.98
eps (-e:)=0.0001
Size	NodeId	Conductance
1	97	1.0000000
2	33	0.9333333
3	26	0.7647059
4	10	0.5200000
5	93	0.4827586
6	89	0.4516129
7	51	0.4242424
8	121	0.4000000
9	14	0.4130435
10	29	0.3508772
11	6	0.3500000
12	38	0.3181818
13	44	0.3150685
14	32	0.3108108
15	12	0.3026316
16	91	0.2948718
17	88	0.2750000
18	76	0.2674419
19	95	0.2527473
20	73	0.2653061
21	57	0.2745098
22	96	0.2692308
23	27	0.2522523
24	54	0.2543860
25	59	0.2564103
26	79	0.2666667
27	119	0.2846154
28	18	0.2571429
29	20	0.2587413
30	107	0.2416107
31	4	0.2368421
32	70	0.2322581
33	39	0.2151899
34	81	0.2125000
35	83	0.2023810
36	61	0.2114286
37	31	0.2126437
38	9	0.2080925
39	68	0.2058824
40	58	0.2095808
41	90	0.2048193
42	125	0.2060606
43	124	0.2012195
44	98	0.1987578
45	8	0.1949686
46	15	0.1962025
47	112	0.1987180
48	48	0.1948052
	Global minimun!!!
	First local minimun!!!
49	123	0.2137931
50	13	0.2152778
51	3	0.2835821
52	110	0.2769231
53	82	0.2777778
54	75	0.3518519
55	66	0.3684210
56	34	0.3548387
57	74	0.4210526
58	56	0.4179105
59	72	0.4000000
60	42	0.4126984
61	46	0.4528302
62	85	0.4705882
63	86	0.4600000
64	127	0.5277778
65	35	0.4642857
66	49	0.4615385
67	11	0.4166667
68	92	0.3636364
69	30	0.3333333
70	23	0.2500000
71	113	0.2666667
72	120	0.2142857
73	77	0.2307692
74	60	0.5000000
75	50	0.6666667
76	45	1.0000000
77	2	1.0000000
78	5	1.0000000
Size of Cluster: 48.

run time: 0.19s (18:29:49)
