Local motif clustering. build: 12:03:51, Jun 24 2019. Time: 17:22:55 [Mar 27 2019]
==================================================================================
Directed graph? (-d:)=Yes
Input graph file (-i:)=/home/dhh/soltesz-lab/losonczy-ca3-collab/v2-3232021/graph.txt
Motif type (-m:)=m5
Seed (-s:)=35
alpha (-a:)=0.98
eps (-e:)=0.0001
Size	NodeId	Conductance
1	35	1.0000000
2	83	0.8000000
3	127	0.6956522
4	75	0.5789474
5	74	0.4150943
6	86	0.3888889
7	92	0.3571429
8	70	0.3389831
9	4	0.3225806
10	11	0.3076923
11	72	0.2985075
12	23	0.2857143
13	79	0.2638889
14	85	0.2567568
15	46	0.2738095
16	3	0.2553191
17	96	0.2500000
18	76	0.2450980
19	56	0.2342342
20	123	0.2436975
21	77	0.2416667
22	49	0.2396694
23	58	0.2276423
24	5	0.2240000
25	34	0.2204724
26	66	0.1654676
27	120	0.1642857
28	113	0.1560284
29	121	0.1538462
30	95	0.1418919
31	15	0.1409396
	Global minimun!!!
	First local minimun!!!
32	61	0.1643836
33	20	0.1538462
34	91	0.1560284
35	27	0.1824818
36	82	0.1879699
37	110	0.1860465
38	73	0.2016129
39	13	0.1951219
40	60	0.2118644
41	59	0.2260870
42	54	0.2232143
43	29	0.2549020
44	45	0.2525252
45	57	0.2631579
46	50	0.2553191
47	2	0.2473118
48	81	0.2417582
49	88	0.2471910
50	14	0.3125000
51	6	0.3246753
52	31	0.3289474
53	9	0.3200000
54	51	0.3287671
55	32	0.3194444
56	93	0.3529412
57	98	0.3538462
58	12	0.3492064
59	44	0.3389831
60	89	0.3508772
61	38	0.3846154
62	97	0.3750000
63	10	0.2941177
64	39	0.3125000
65	48	0.3333333
66	26	0.3103448
67	8	0.3703704
68	119	0.5555556
69	18	0.8000000
70	107	0.6666667
71	68	0.6666667
72	90	0.5000000
73	125	1.0000000
74	124	1.0000000
Size of Cluster: 31.

run time: 0.19s (17:22:56)
