Local motif clustering. build: 12:03:51, Jun 24 2019. Time: 17:23:14 [Mar 27 2019]
==================================================================================
Directed graph? (-d:)=Yes
Input graph file (-i:)=/home/dhh/soltesz-lab/losonczy-ca3-collab/v2-3232021/graph.txt
Motif type (-m:)=m5
Seed (-s:)=119
alpha (-a:)=0.98
eps (-e:)=0.0001
Size	NodeId	Conductance
1	119	1.0000000
2	90	0.9000000
3	8	0.7500000
4	68	0.6000000
5	107	0.4736842
6	18	0.3703704
7	125	0.3571429
8	124	0.3103448
9	82	0.3030303
10	38	0.3157895
11	39	0.3000000
12	48	0.2857143
13	60	0.3191489
14	14	0.3214286
15	2	0.3157895
16	50	0.3103448
17	45	0.2622951
18	73	0.2878788
19	6	0.2753623
20	98	0.2777778
21	44	0.2763158
22	27	0.2500000
23	12	0.2317073
24	77	0.2289157
25	97	0.2421053
26	54	0.2448980
27	93	0.2254902
28	110	0.2358491
29	5	0.2314815
30	26	0.2293578
31	88	0.2252252
32	10	0.1965812
33	81	0.2016807
34	61	0.2076923
35	51	0.1969697
36	57	0.1691176
37	13	0.1605839
38	29	0.1428571
39	89	0.1342282
40	32	0.1266667
	Global minimun!!!
	First local minimun!!!
41	23	0.1307190
42	20	0.1466667
43	85	0.1418919
44	76	0.1549296
45	121	0.1571429
46	66	0.2187500
47	91	0.2222222
48	3	0.2672414
49	95	0.2612613
50	123	0.2718447
51	15	0.2647059
52	34	0.2500000
53	83	0.2947368
54	59	0.3152174
55	96	0.3222222
56	74	0.4800000
57	70	0.4861111
58	72	0.4857143
59	56	0.5409836
60	49	0.5500000
61	11	0.5964912
62	75	0.6190476
63	46	0.6875000
64	79	0.7333333
65	127	0.8823529
66	4	0.8571429
67	58	0.8333333
68	86	0.8181818
69	35	0.6666667
70	31	0.8000000
71	9	0.7500000
72	92	0.5000000
73	120	1.0000000
74	113	1.0000000
Size of Cluster: 40.

run time: 0.17s (17:23:14)
