Local motif clustering. build: 12:03:51, Jun 24 2019. Time: 17:22:48 [Mar 27 2019]
==================================================================================
Directed graph? (-d:)=Yes
Input graph file (-i:)=/home/dhh/soltesz-lab/losonczy-ca3-collab/v2-3232021/graph.txt
Motif type (-m:)=m5
Seed (-s:)=2
alpha (-a:)=0.98
eps (-e:)=0.0001
Size	NodeId	Conductance
1	2	1.0000000
2	45	0.7500000
3	50	0.6000000
4	60	0.3000000
5	77	0.2727273
6	5	0.2307692
	Global minimun!!!
	First local minimun!!!
7	23	0.2500000
8	82	0.3500000
9	11	0.3913043
10	119	0.4687500
11	8	0.4117647
12	85	0.4166667
13	90	0.4054054
14	46	0.4680851
15	107	0.4313726
16	127	0.4218750
17	68	0.4029851
18	92	0.3768116
19	74	0.3690476
20	49	0.3647059
21	18	0.3440860
22	58	0.3368421
23	35	0.3200000
24	61	0.3423423
25	110	0.3304348
26	48	0.3162393
27	86	0.3135593
28	125	0.3109244
29	124	0.3000000
30	66	0.2954545
31	38	0.2992701
32	4	0.2928571
33	96	0.2887324
34	75	0.2751678
35	13	0.2702703
36	56	0.2733813
37	3	0.2558140
38	39	0.2598425
39	72	0.2480000
40	83	0.2416667
41	79	0.2372881
42	34	0.2327586
43	59	0.2477876
44	14	0.2884615
45	54	0.2871287
46	113	0.2900000
47	120	0.2828283
48	98	0.2916667
49	123	0.2954545
50	73	0.3132530
51	81	0.3209876
52	57	0.3116883
53	6	0.3108108
54	70	0.3239437
55	76	0.3538462
56	31	0.3593750
57	9	0.3492064
58	121	0.3606557
59	20	0.3620690
60	27	0.3703704
61	51	0.3846154
62	15	0.3725490
63	95	0.3695652
64	91	0.3863636
65	89	0.4047619
66	44	0.4473684
67	29	0.5357143
68	93	0.5833333
69	12	0.5909091
70	97	0.8000000
71	10	0.7500000
72	88	1.0000000
73	32	1.0000000
74	26	1.0000000
Size of Cluster: 6.

run time: 0.20s (17:22:48)
