Local motif clustering. build: 12:03:51, Jun 24 2019. Time: 17:23:07 [Mar 27 2019]
==================================================================================
Directed graph? (-d:)=Yes
Input graph file (-i:)=/home/dhh/soltesz-lab/losonczy-ca3-collab/v2-3232021/graph.txt
Motif type (-m:)=m5
Seed (-s:)=88
alpha (-a:)=0.98
eps (-e:)=0.0001
Size	NodeId	Conductance
1	88	1.0000000
2	32	0.6666667
3	12	0.6000000
4	27	0.5555556
	First local minimun!!!
5	29	0.6842105
6	44	0.6521739
7	39	0.6400000
8	91	0.5925926
9	93	0.5483871
10	73	0.5277778
11	14	0.5111111
12	98	0.5000000
13	97	0.4166667
14	10	0.3636364
15	26	0.3432836
16	76	0.3287671
17	6	0.3026316
18	95	0.2839506
19	96	0.2771084
20	38	0.2500000
21	57	0.2608696
22	51	0.2446809
23	81	0.2291667
24	18	0.2403846
25	107	0.2314815
26	48	0.2272727
27	83	0.2434783
28	89	0.2393162
29	70	0.2250000
30	121	0.2213115
31	125	0.2195122
32	124	0.2096774
33	119	0.1879699
34	68	0.1691176
35	20	0.1726619
36	61	0.1800000
37	54	0.1764706
38	90	0.1710526
39	110	0.1689189
40	8	0.1643836
41	13	0.1586207
	Global minimun!!!
42	15	0.1597222
43	123	0.1764706
44	82	0.1742424
45	75	0.2393162
46	35	0.2500000
47	3	0.3137255
48	66	0.3333333
49	85	0.3409091
50	79	0.3604651
51	34	0.3452381
52	4	0.3580247
53	74	0.3787879
54	86	0.3692308
55	72	0.3492064
56	59	0.3833333
57	127	0.4042553
58	56	0.4210526
59	46	0.4642857
60	49	0.4444444
61	92	0.4000000
62	58	0.3478261
63	11	0.3000000
64	31	0.3157895
65	9	0.2777778
66	23	0.2666667
67	120	0.2857143
68	113	0.2307692
69	60	0.6250000
70	77	0.5714286
71	5	0.6000000
72	45	1.0000000
73	2	1.0000000
74	50	1.0000000
Size of Cluster: 4.

run time: 0.19s (17:23:07)
