Local motif clustering. build: 12:03:51, Jun 24 2019. Time: 17:23:07 [Mar 27 2019]
==================================================================================
Directed graph? (-d:)=Yes
Input graph file (-i:)=/home/dhh/soltesz-lab/losonczy-ca3-collab/v2-3232021/graph.txt
Motif type (-m:)=m5
Seed (-s:)=86
alpha (-a:)=0.98
eps (-e:)=0.0001
Size	NodeId	Conductance
1	86	1.0000000
2	74	0.9375000
3	75	0.7096774
4	35	0.6111111
5	72	0.5789474
6	127	0.4509804
7	4	0.4259259
8	92	0.3928571
9	83	0.3278688
10	79	0.3015873
11	70	0.2878788
12	11	0.2753623
13	23	0.2638889
14	3	0.2682927
15	76	0.2613636
16	56	0.2783505
17	123	0.2857143
18	46	0.2521739
19	85	0.2478632
20	34	0.2436975
21	113	0.2416667
22	120	0.2314050
23	66	0.1804511
24	121	0.1777778
25	49	0.1691176
26	96	0.1666667
27	15	0.1654676
28	95	0.1527778
29	58	0.1438356
	Global minimun!!!
	First local minimun!!!
30	61	0.1610738
31	77	0.1621622
32	20	0.1517241
33	5	0.1538462
34	82	0.1582734
35	13	0.1594203
36	110	0.1492537
37	91	0.1515152
38	29	0.1721312
39	54	0.1848740
40	60	0.2017544
41	57	0.2090909
42	59	0.2149533
43	81	0.2095238
44	45	0.2058824
45	73	0.2371134
46	27	0.2580645
47	51	0.2637363
48	14	0.3292683
49	2	0.3209876
50	50	0.3125000
51	93	0.3421053
52	32	0.3466667
53	9	0.3513514
54	31	0.3424658
55	6	0.3571429
56	89	0.3676471
57	38	0.3968254
58	98	0.4000000
59	88	0.3965517
60	97	0.4347826
61	10	0.3750000
62	44	0.3333333
63	12	0.2941177
64	8	0.3437500
65	26	0.3225806
66	48	0.3448276
67	119	0.5000000
68	39	0.5555556
69	18	0.8000000
70	107	0.6666667
71	68	0.6666667
72	90	0.5000000
73	124	1.0000000
74	125	1.0000000
Size of Cluster: 29.

run time: 0.17s (17:23:07)
