Local motif clustering. build: 12:03:51, Jun 24 2019. Time: 17:22:52 [Mar 27 2019]
==================================================================================
Directed graph? (-d:)=Yes
Input graph file (-i:)=/home/dhh/soltesz-lab/losonczy-ca3-collab/v2-3232021/graph.txt
Motif type (-m:)=m5
Seed (-s:)=20
alpha (-a:)=0.98
eps (-e:)=0.0001
Size	NodeId	Conductance
1	20	1.0000000
2	15	0.7500000
3	123	0.5833333
4	95	0.5294118
5	34	0.5263158
6	14	0.6071429
7	91	0.6000000
8	66	0.5714286
9	76	0.5625000
10	70	0.5294118
11	56	0.5000000
12	29	0.4428571
13	120	0.4366197
14	113	0.4166667
15	3	0.3780488
16	75	0.3608247
17	49	0.3571429
18	96	0.3500000
19	38	0.3428572
20	72	0.3271028
21	93	0.3153153
22	44	0.3130435
23	12	0.3076923
24	32	0.3050847
25	86	0.3025210
26	46	0.2790698
27	74	0.2638889
28	97	0.2466667
29	58	0.2432432
30	88	0.2397260
	Global minimun!!!
	First local minimun!!!
31	83	0.2553191
32	35	0.2500000
33	61	0.2960000
34	127	0.2857143
35	92	0.2727273
36	54	0.2897196
37	10	0.2970297
38	26	0.2900000
39	11	0.2783505
40	51	0.2736842
41	4	0.2826087
42	110	0.2954545
43	82	0.3095238
44	89	0.3048781
45	121	0.3000000
46	57	0.3026316
47	79	0.2837838
48	27	0.3000000
49	13	0.2898551
50	119	0.3833333
51	6	0.4035088
52	73	0.3846154
53	85	0.3800000
54	59	0.3829787
55	81	0.3777778
56	107	0.4146341
57	18	0.4545455
58	8	0.4193548
59	23	0.4285714
60	98	0.4400000
61	39	0.3913043
62	90	0.4090909
63	68	0.3684210
64	48	0.2941177
65	9	0.3125000
66	31	0.2666667
67	5	0.3076923
68	125	0.3333333
69	124	0.2727273
70	77	0.3000000
71	60	0.6000000
72	45	1.0000000
73	2	1.0000000
74	50	1.0000000
Size of Cluster: 30.

run time: 0.17s (17:22:52)
