Local motif clustering. build: 12:03:51, Jun 24 2019. Time: 20:04:36 [Mar 27 2019]
==================================================================================
Directed graph? (-d:)=Yes
Input graph file (-i:)=/home/dhh/soltesz-lab/losonczy-ca3-collab/v2-3232021/graph.txt
Motif type (-m:)=m5
Seed (-s:)=50
alpha (-a:)=0.98
eps (-e:)=0.0001
Size	NodeId	Conductance
1	50	1.0000000
2	45	0.8461539
3	62	0.8421053
4	71	0.8000000
5	60	0.5714286
6	2	0.4666667
7	35	0.5090909
8	42	0.3880597
9	25	0.3623188
10	63	0.3698630
11	77	0.3733333
12	5	0.3717949
13	65	0.3580247
14	23	0.3595506
15	22	0.3617021
16	56	0.3783784
17	88	0.3771930
18	34	0.3949580
19	70	0.3828125
20	3	0.3916084
21	75	0.3865031
22	74	0.3442623
23	72	0.3225806
24	80	0.3191489
25	127	0.2878049
26	107	0.3009259
27	108	0.2995392
28	83	0.2807018
29	69	0.2794760
30	67	0.2739131
31	123	0.2682927
32	82	0.2777778
33	32	0.2766798
34	49	0.2857143
35	8	0.2775666
36	20	0.2794118
37	51	0.2800000
38	86	0.2779783
39	38	0.2768166
40	66	0.2614379
41	94	0.2629870
42	85	0.2579618
43	58	0.2555205
44	37	0.2507837
45	46	0.2359882
46	92	0.2309942
47	53	0.2202899
48	68	0.2209632
49	129	0.2203390
50	54	0.2105263
	Global minimun!!!
	First local minimun!!!
51	119	0.2110818
52	95	0.2116402
53	91	0.2123656
54	16	0.2146739
55	120	0.2256267
56	48	0.2231638
57	30	0.2222222
58	15	0.2212644
59	61	0.2328358
60	76	0.2370821
61	36	0.2347561
62	12	0.2400000
63	113	0.2500000
64	117	0.2475884
65	27	0.2673267
66	96	0.2700000
67	44	0.2827586
68	112	0.2785714
69	81	0.2815884
70	11	0.2915129
71	103	0.2910448
72	73	0.2911877
73	39	0.2945736
74	57	0.2924901
75	116	0.3076923
76	110	0.3080169
77	41	0.3093220
78	18	0.3211009
79	124	0.3162791
80	99	0.3130841
81	14	0.3505155
82	79	0.3578947
83	126	0.3510638
84	29	0.3450292
85	98	0.3353294
86	21	0.3373494
87	59	0.3566879
88	4	0.3866667
89	105	0.3877551
90	9	0.3819444
91	100	0.3829787
92	109	0.3785714
93	125	0.3741007
94	87	0.3823529
95	17	0.3777778
96	13	0.3846154
97	6	0.4310345
98	55	0.4247788
99	19	0.4196429
100	93	0.4339623
101	1	0.4329897
102	31	0.4270833
103	115	0.4347826
104	101	0.4444444
105	114	0.4494382
106	10	0.5352113
107	97	0.6400000
108	0	0.6097561
109	90	0.7352941
110	111	0.7500000
111	121	0.7307692
112	118	0.7083333
113	89	0.7647059
114	7	0.7142857
115	104	0.8333333
116	33	1.0000000
117	26	1.0000000
118	102	1.0000000
119	52	1.0000000
Size of Cluster: 50.

run time: 0.19s (20:04:37)
