Local motif clustering. build: 12:03:51, Jun 24 2019. Time: 20:04:28 [Mar 27 2019]
==================================================================================
Directed graph? (-d:)=Yes
Input graph file (-i:)=/home/dhh/soltesz-lab/losonczy-ca3-collab/v2-3232021/graph.txt
Motif type (-m:)=m5
Seed (-s:)=14
alpha (-a:)=0.98
eps (-e:)=0.0001
Size	NodeId	Conductance
1	14	1.0000000
2	19	0.9523810
3	17	0.9090909
4	9	0.8400000
5	31	0.8076923
6	80	0.7857143
7	29	0.7333333
8	38	0.7017544
9	97	0.6538461
10	44	0.6250000
11	10	0.5660377
12	12	0.5596330
13	59	0.5508475
14	93	0.5000000
15	1	0.4887218
16	18	0.4900662
17	26	0.4740260
18	33	0.4551282
19	76	0.4444444
20	32	0.4417178
21	20	0.4476744
22	89	0.4301676
23	7	0.4285714
24	37	0.4239130
25	104	0.4247312
26	102	0.4010417
27	96	0.3948718
28	0	0.3774510
29	125	0.3756098
30	27	0.3661972
31	6	0.3303965
32	121	0.3261802
33	90	0.3041667
34	73	0.2834008
35	119	0.2943396
36	88	0.2873134
37	95	0.2820513
38	39	0.2753623
39	124	0.2652330
40	118	0.2633452
41	48	0.2622378
42	91	0.2568493
43	16	0.2500000
44	4	0.2376238
45	68	0.2250804
46	58	0.2261146
47	15	0.2271293
48	11	0.2229102
49	13	0.2164634
50	51	0.2175227
51	107	0.2017544
52	54	0.2034384
53	87	0.2017045
	Global minimun!!!
	First local minimun!!!
54	3	0.2125341
55	34	0.2096774
56	94	0.2058824
57	100	0.2068966
58	115	0.2047244
59	21	0.2052632
60	77	0.2089947
61	123	0.2320442
62	81	0.2395543
63	117	0.2402235
64	83	0.2536023
65	129	0.2514451
66	57	0.2551320
67	82	0.2626866
68	98	0.2628399
69	8	0.2599388
70	103	0.2654321
71	46	0.2894737
72	41	0.2871287
73	30	0.2866667
74	61	0.2996516
75	79	0.3038869
76	113	0.3111111
77	112	0.3115385
78	5	0.3112840
79	66	0.3041667
80	36	0.3012552
81	99	0.2983193
82	110	0.3026316
83	23	0.3318182
84	85	0.3317757
85	49	0.3269231
86	86	0.3300971
87	55	0.3300492
88	92	0.3350000
89	70	0.3664922
90	105	0.3563830
91	75	0.4047619
92	120	0.4276730
93	127	0.4295775
94	53	0.4172662
95	56	0.4262295
96	72	0.4369748
97	74	0.3838384
98	45	0.4606742
99	25	0.4827586
100	42	0.5466667
101	109	0.5540541
102	35	0.5156250
103	60	0.6734694
104	2	0.6410257
105	108	0.6315789
106	62	0.6250000
107	65	0.6551724
108	22	0.6666667
109	116	0.7222222
110	126	0.6875000
111	114	0.7333333
112	63	0.6363636
113	69	0.7000000
114	67	0.6666667
115	50	0.5000000
116	71	0.4000000
117	111	0.6666667
118	101	1.0000000
119	52	1.0000000
Size of Cluster: 53.

run time: 0.19s (20:04:28)
