Local motif clustering. build: 12:03:51, Jun 24 2019. Time: 20:11:17 [Mar 27 2019]
==================================================================================
Directed graph? (-d:)=Yes
Input graph file (-i:)=/home/dhh/soltesz-lab/losonczy-ca3-collab/v2-3232021/graph.txt
Motif type (-m:)=m5
Seed (-s:)=95
alpha (-a:)=0.98
eps (-e:)=0.0001
Size	NodeId	Conductance
1	95	1.0000000
2	76	0.8000000
3	70	0.6153846
4	91	0.6250000
5	123	0.7142857
6	29	0.6444445
7	20	0.6037736
8	15	0.5636364
9	129	0.5357143
10	96	0.5084746
11	19	0.5000000
12	93	0.4769231
13	16	0.4696970
14	32	0.4626866
15	113	0.4444444
16	103	0.4189189
17	34	0.4210526
18	66	0.4456522
19	14	0.4403670
20	100	0.4324324
21	10	0.4354839
22	97	0.3706294
23	17	0.3680556
24	6	0.3486842
25	75	0.3846154
26	18	0.3817204
27	112	0.3809524
28	7	0.3736842
29	88	0.3730570
30	56	0.3623188
31	26	0.3523810
32	33	0.3396226
33	44	0.3363636
34	83	0.3260870
35	53	0.3261802
36	121	0.3151261
37	51	0.3125000
38	27	0.2983871
39	57	0.3015873
40	102	0.3003953
41	49	0.2957198
42	125	0.2945736
43	73	0.2679245
44	21	0.2669173
45	124	0.2611940
	First local minimun!!!
46	3	0.2689394
47	90	0.2702703
48	12	0.2695312
49	38	0.2804878
50	61	0.2961373
51	9	0.3000000
52	30	0.2982456
53	86	0.2995595
54	4	0.3063063
55	39	0.3059361
56	46	0.3283582
57	68	0.3333333
58	89	0.3402062
59	81	0.3350785
60	119	0.3407821
61	108	0.3426966
62	79	0.3371429
63	54	0.3293413
64	74	0.3733333
65	120	0.3862069
66	37	0.3846154
67	36	0.3802817
68	48	0.3812950
69	82	0.3777778
70	58	0.3787879
71	98	0.3720930
72	127	0.3947369
73	72	0.3873874
74	59	0.3809524
75	31	0.3750000
76	107	0.3814433
77	35	0.3707865
78	92	0.3563218
79	11	0.3411765
80	8	0.3253012
81	110	0.3421053
82	13	0.3378378
83	41	0.3287671
84	116	0.3333333
85	101	0.3235294
86	85	0.3125000
87	126	0.2903226
88	23	0.3090909
89	5	0.3207547
90	1	0.3269231
91	0	0.3137255
92	42	0.3953488
93	65	0.4146341
94	25	0.4000000
95	45	0.4838710
96	22	0.5172414
97	60	0.7058824
98	50	0.7142857
99	2	0.6363636
100	77	0.6666667
101	80	0.6250000
102	71	0.5714286
103	63	0.5000000
104	62	0.2500000
	Global minimun!!!
105	105	0.5000000
106	87	1.0000000
107	55	1.0000000
Size of Cluster: 45.

run time: 0.19s (20:11:17)
