Local motif clustering. build: 12:03:51, Jun 24 2019. Time: 20:11:13 [Mar 27 2019]
==================================================================================
Directed graph? (-d:)=Yes
Input graph file (-i:)=/home/dhh/soltesz-lab/losonczy-ca3-collab/v2-3232021/graph.txt
Motif type (-m:)=m5
Seed (-s:)=77
alpha (-a:)=0.98
eps (-e:)=0.0001
Size	NodeId	Conductance
1	77	1.0000000
2	80	0.6666667
3	23	0.6000000
4	62	0.5833333
5	60	0.5833333
6	63	0.5600000
7	50	0.5000000
8	71	0.4827586
9	2	0.4687500
10	22	0.4411765
11	45	0.3720930
12	42	0.3137255
	First local minimun!!!
13	127	0.4242424
14	85	0.4142857
15	65	0.4027778
16	5	0.3918919
17	74	0.3956044
18	35	0.3434343
19	75	0.3017241
20	86	0.2905983
21	92	0.2773109
22	11	0.2644628
23	72	0.2500000
24	25	0.2480000
25	88	0.2500000
26	82	0.2575758
27	83	0.2394366
28	105	0.2430556
29	3	0.2531646
30	70	0.2484472
31	55	0.2469136
32	87	0.2392638
33	107	0.2470588
34	56	0.2554348
35	4	0.2592593
36	46	0.2657005
37	110	0.2757009
38	32	0.2744186
39	61	0.2631579
40	8	0.2608696
41	79	0.2575107
42	54	0.2489627
43	36	0.2438017
44	13	0.2377049
45	66	0.2076923
46	119	0.2095588
47	12	0.2103321
48	41	0.2074074
49	34	0.2052239
50	58	0.2037736
	Global minimun!!!
51	96	0.2099237
52	44	0.2244094
53	53	0.2231076
54	81	0.2258064
55	49	0.2172131
56	123	0.2327586
57	108	0.2337662
58	38	0.2488688
59	89	0.2580645
60	37	0.2558140
61	27	0.2753623
62	76	0.2920792
63	112	0.2864321
64	73	0.2864583
65	57	0.2872340
66	120	0.3005464
67	126	0.3038674
68	116	0.2937853
69	98	0.2931035
70	39	0.2923976
71	48	0.2916667
72	95	0.2944785
73	59	0.3057325
74	30	0.3096774
75	129	0.3116883
76	101	0.3071896
77	68	0.3133333
78	15	0.3108108
79	113	0.3216783
80	51	0.3262411
81	18	0.3629032
82	29	0.4299065
83	121	0.4705882
84	14	0.5176471
85	90	0.5375000
86	124	0.5384616
87	91	0.5200000
88	9	0.5138889
89	93	0.5223880
90	20	0.5593221
91	6	0.6470588
92	31	0.6400000
93	17	0.6326531
94	97	0.8000000
95	21	0.7931035
96	10	0.7500000
97	125	0.7333333
98	19	0.7142857
99	0	0.7692308
100	1	0.7500000
101	103	0.8000000
102	100	0.7500000
103	102	0.7142857
104	16	0.6666667
105	7	0.6000000
106	26	1.0000000
107	33	1.0000000
Size of Cluster: 12.

run time: 0.19s (20:11:13)
