Local motif clustering. build: 12:03:51, Jun 24 2019. Time: 20:11:00 [Mar 27 2019]
==================================================================================
Directed graph? (-d:)=Yes
Input graph file (-i:)=/home/dhh/soltesz-lab/losonczy-ca3-collab/v2-3232021/graph.txt
Motif type (-m:)=m5
Seed (-s:)=20
alpha (-a:)=0.98
eps (-e:)=0.0001
Size	NodeId	Conductance
1	20	1.0000000
2	16	0.8888889
3	103	0.8181818
4	15	0.7692308
5	113	0.6111111
6	129	0.5789474
7	123	0.4516129
8	100	0.4242424
9	6	0.4634146
10	95	0.4565217
11	7	0.4468085
12	10	0.4500000
13	21	0.4426230
14	14	0.4871795
15	30	0.4750000
16	34	0.4756097
17	121	0.4712644
18	97	0.4150943
19	120	0.4324324
20	56	0.4320000
21	4	0.4153846
22	19	0.4122137
23	76	0.4117647
24	112	0.4172662
25	108	0.4071428
26	26	0.3986014
27	91	0.4041096
28	29	0.3435583
29	66	0.3351955
30	17	0.3333333
31	51	0.3296703
32	70	0.3243243
33	102	0.3225806
34	33	0.3138298
35	101	0.3121693
36	93	0.2938144
37	79	0.2842640
38	90	0.2722772
39	116	0.2621359
40	89	0.2571429
41	73	0.2718894
42	9	0.2727273
43	96	0.2645740
44	18	0.2500000
45	38	0.2480000
46	49	0.2480315
47	126	0.2421875
48	44	0.2386364
49	53	0.2322097
	Global minimun!!!
	First local minimun!!!
50	3	0.2377359
51	32	0.2386364
52	61	0.2709163
53	75	0.3119658
54	119	0.3243243
55	12	0.3287671
56	31	0.3302752
57	46	0.3550000
58	59	0.3608247
59	58	0.3560210
60	54	0.3387978
61	68	0.3333333
62	124	0.3314607
63	37	0.3295455
64	27	0.3333333
65	125	0.3293413
66	57	0.3312883
67	36	0.3271605
68	74	0.3793103
69	48	0.3802817
70	82	0.3768116
71	83	0.3828125
72	39	0.3840000
73	86	0.3790323
74	81	0.3719008
75	110	0.3771930
76	88	0.3783784
77	8	0.3761468
78	107	0.3725490
79	72	0.3636364
80	13	0.3608247
81	41	0.3541667
82	0	0.3578947
83	1	0.3510638
84	98	0.3296703
85	127	0.3552631
86	92	0.3378378
87	11	0.3194444
88	35	0.2968750
89	65	0.3064516
90	5	0.3166667
91	45	0.4117647
92	85	0.4042553
93	42	0.4358974
94	25	0.4210526
95	23	0.4838710
96	22	0.5172414
97	71	0.5357143
98	60	0.6875000
99	2	0.6153846
100	50	0.6000000
101	63	0.5555556
102	62	0.4285714
103	77	0.4000000
104	80	0.2500000
105	105	0.5000000
106	87	1.0000000
107	55	1.0000000
Size of Cluster: 49.

run time: 0.19s (20:11:00)
