Local motif clustering. build: 12:03:51, Jun 24 2019. Time: 20:10:58 [Mar 27 2019]
==================================================================================
Directed graph? (-d:)=Yes
Input graph file (-i:)=/home/dhh/soltesz-lab/losonczy-ca3-collab/v2-3232021/graph.txt
Motif type (-m:)=m5
Seed (-s:)=10
alpha (-a:)=0.98
eps (-e:)=0.0001
Size	NodeId	Conductance
1	10	1.0000000
2	7	0.9285714
3	121	0.8421053
4	6	0.7037037
5	26	0.7000000
6	97	0.5510204
7	51	0.5294118
8	4	0.4821429
9	16	0.4736842
10	33	0.4406780
11	102	0.4333333
12	21	0.4262295
13	20	0.4202898
14	89	0.4109589
15	100	0.4000000
16	90	0.3625000
17	14	0.3814433
18	79	0.3700000
19	29	0.3675214
20	93	0.3442623
21	19	0.3333333
22	103	0.3280000
23	30	0.3228346
24	17	0.3203125
25	91	0.3129771
26	96	0.2985075
27	18	0.2913907
28	76	0.2820513
29	73	0.2822086
30	32	0.2804878
31	95	0.2662722
32	44	0.2598870
33	9	0.2611111
34	113	0.2540540
35	15	0.2566845
36	38	0.2538071
37	68	0.2500000
38	112	0.2512315
39	125	0.2500000
40	124	0.2427184
41	57	0.2476190
42	119	0.2162162
43	27	0.2043478
44	123	0.1942149
45	129	0.1893004
46	31	0.1885246
47	12	0.1862348
48	39	0.1800000
49	59	0.1796875
50	48	0.1776062
51	81	0.1755725
52	88	0.1698113
53	37	0.1647940
	Global minimun!!!
	First local minimun!!!
54	65	0.1672862
55	70	0.1654412
56	61	0.1877395
57	54	0.1976285
58	8	0.1992032
59	107	0.1967213
60	98	0.1908714
61	1	0.1916667
62	0	0.1882845
63	83	0.1965065
64	82	0.1955556
65	58	0.1981982
66	74	0.2634146
67	34	0.2709360
68	66	0.3048128
69	36	0.3064516
70	3	0.3313954
71	49	0.3452381
72	46	0.3533333
73	75	0.3684210
74	127	0.3898305
75	56	0.3846154
76	110	0.4020618
77	53	0.3829787
78	13	0.3804348
79	86	0.3736264
80	25	0.3777778
81	71	0.3820225
82	11	0.3678161
83	92	0.3529412
84	72	0.3414634
85	35	0.3243243
86	41	0.3150685
87	85	0.3043478
88	5	0.3134328
89	42	0.3559322
90	120	0.4074074
91	108	0.3962264
92	45	0.4545455
93	23	0.5135135
94	22	0.5428572
95	60	0.6521739
96	116	0.7368421
97	126	0.7058824
98	2	0.6428571
99	50	0.6363636
100	63	0.6000000
101	101	0.5555556
102	62	0.4285714
103	77	0.4000000
104	80	0.2500000
105	105	0.5000000
106	87	1.0000000
107	55	1.0000000
Size of Cluster: 53.

run time: 0.19s (20:10:58)
