Local motif clustering. build: 12:03:51, Jun 24 2019. Time: 20:02:01 [Mar 27 2019]
==================================================================================
Directed graph? (-d:)=Yes
Input graph file (-i:)=/home/dhh/soltesz-lab/losonczy-ca3-collab/v2-3232021/graph.txt
Motif type (-m:)=m5
Seed (-s:)=58
alpha (-a:)=0.98
eps (-e:)=0.0001
Size	NodeId	Conductance
1	58	1.0000000
2	59	0.9000000
3	46	0.8214286
4	107	0.8285714
5	31	0.8055556
6	38	0.7916667
7	9	0.7254902
8	56	0.7230769
9	41	0.7121212
10	53	0.6956522
11	54	0.6447368
12	36	0.6363636
13	49	0.5975610
14	37	0.5833333
15	1	0.5795454
16	5	0.5666667
17	3	0.4952381
18	66	0.4049587
19	30	0.3983740
20	108	0.3951613
21	13	0.3906250
22	25	0.3923077
23	34	0.3703704
24	92	0.3722628
25	48	0.3617021
26	11	0.3611111
27	0	0.3422819
28	45	0.3417721
29	42	0.3333333
30	14	0.3457447
31	119	0.3627451
32	120	0.3537736
33	96	0.3581395
34	39	0.3623853
35	89	0.3677130
36	21	0.3660714
37	123	0.3640167
38	8	0.3621399
39	2	0.3508064
40	61	0.3563218
41	127	0.3597122
42	72	0.3594306
43	113	0.3494810
44	112	0.3378839
45	35	0.3234324
46	18	0.3187500
47	17	0.3146417
48	117	0.3105590
49	68	0.3034056
50	51	0.3062500
51	124	0.3028391
	Global minimun!!!
	First local minimun!!!
52	116	0.3108974
53	82	0.3137255
54	75	0.3426574
55	50	0.3462898
56	19	0.3475177
57	93	0.3646209
58	74	0.3540856
59	126	0.3529412
60	110	0.3603239
61	125	0.3577236
62	129	0.3591837
63	60	0.3750000
64	15	0.3739130
65	7	0.3815790
66	20	0.3909091
67	97	0.4600000
68	62	0.4591837
69	10	0.4777778
70	95	0.4971429
71	73	0.5297619
72	91	0.5365854
73	29	0.5306122
74	99	0.5342466
75	6	0.5217391
76	103	0.5185185
77	90	0.5312500
78	86	0.5275590
79	98	0.5447155
80	12	0.5583333
81	57	0.5603448
82	79	0.5803571
83	85	0.5925926
84	4	0.5882353
85	23	0.5894737
86	109	0.5851064
87	27	0.6046512
88	22	0.6219512
89	88	0.6202531
90	80	0.6363636
91	100	0.6400000
92	44	0.6923077
93	83	0.7037037
94	76	0.7291667
95	102	0.7441860
96	16	0.7380952
97	26	0.7692308
98	33	0.7567568
99	70	0.7333333
100	81	0.7037037
101	63	0.6923077
102	71	0.7083333
103	69	0.7391304
104	67	0.7272727
105	121	0.6470588
106	77	0.6000000
107	32	0.5714286
108	101	0.6666667
109	65	0.6000000
110	104	0.5000000
111	105	0.6000000
112	87	0.6666667
113	55	0.5000000
114	111	1.0000000
115	52	1.0000000
Size of Cluster: 51.

run time: 0.20s (20:02:02)
