Local motif clustering. build: 12:03:51, Jun 24 2019. Time: 20:01:58 [Mar 27 2019]
==================================================================================
Directed graph? (-d:)=Yes
Input graph file (-i:)=/home/dhh/soltesz-lab/losonczy-ca3-collab/v2-3232021/graph.txt
Motif type (-m:)=m5
Seed (-s:)=41
alpha (-a:)=0.98
eps (-e:)=0.0001
Size	NodeId	Conductance
1	41	1.0000000
2	13	0.8000000
3	46	0.8695652
4	0	0.8214286
5	11	0.7419355
6	1	0.6857143
7	36	0.6666667
8	53	0.6410257
9	49	0.5681818
10	59	0.5294118
11	30	0.5094340
12	54	0.4666667
13	58	0.4444444
14	110	0.4929577
15	92	0.4931507
16	5	0.4800000
17	66	0.4395604
18	61	0.4134615
19	7	0.4150943
20	31	0.4112149
21	21	0.4074074
22	3	0.4065041
23	56	0.3722628
24	9	0.3642857
25	127	0.3885350
26	96	0.3875000
27	85	0.3719512
28	51	0.3712575
29	105	0.3647059
30	57	0.3563218
31	4	0.3666667
32	10	0.3724490
33	34	0.3681592
34	98	0.3609756
35	74	0.3511111
36	6	0.3347639
37	81	0.3262712
38	12	0.3263598
39	72	0.3181818
40	126	0.3196721
41	108	0.3183673
42	123	0.3076923
43	14	0.3107143
44	37	0.3120568
45	75	0.2814569
46	38	0.2643312
47	89	0.2664577
48	55	0.2656250
49	48	0.2561728
	First local minimun!!!
50	82	0.2672956
51	86	0.2649842
52	2	0.2788461
53	23	0.2819672
54	45	0.2939189
55	116	0.3024055
56	73	0.3204225
57	87	0.3191489
58	16	0.3202847
59	35	0.3284133
60	20	0.3269962
61	95	0.3372093
62	83	0.3441296
63	15	0.3428572
64	79	0.3485477
65	129	0.3458333
66	121	0.3531915
67	120	0.3656388
68	112	0.3721973
69	97	0.3990148
70	19	0.4009901
71	29	0.4324324
72	69	0.4347826
73	67	0.4316940
74	91	0.4301676
75	109	0.4269663
76	42	0.4404762
77	107	0.4658385
78	17	0.4687500
79	70	0.4836601
80	22	0.4899329
81	80	0.4965986
82	44	0.4963504
83	76	0.4809160
84	113	0.5121951
85	77	0.5123967
86	60	0.5555556
87	62	0.5576923
88	27	0.5833333
89	50	0.5698925
90	18	0.6578947
91	93	0.6338028
92	39	0.6176471
93	26	0.6307693
94	25	0.6190476
95	8	0.6271186
96	88	0.6250000
97	119	0.6500000
98	100	0.6578947
99	90	0.7419355
100	32	0.7333333
101	102	0.7600000
102	63	0.7500000
103	65	0.7727273
104	68	0.7368421
105	33	0.7058824
106	103	0.7142857
107	117	0.6923077
108	71	0.6363636
109	124	0.6250000
110	99	0.5714286
111	104	0.4000000
112	125	0.2500000
	Global minimun!!!
113	101	0.5000000
114	52	1.0000000
115	111	1.0000000
Size of Cluster: 49.

run time: 0.20s (20:01:58)
