Local motif clustering. build: 12:03:51, Jun 24 2019. Time: 20:02:17 [Mar 27 2019]
==================================================================================
Directed graph? (-d:)=Yes
Input graph file (-i:)=/home/dhh/soltesz-lab/losonczy-ca3-collab/v2-3232021/graph.txt
Motif type (-m:)=m5
Seed (-s:)=126
alpha (-a:)=0.98
eps (-e:)=0.0001
Size	NodeId	Conductance
1	126	1.0000000
2	116	0.7142857
3	101	0.6666667
4	52	0.6000000
5	111	0.4545455
6	109	0.4166667
7	120	0.4000000
	First local minimun!!!
8	110	0.5000000
9	108	0.4827586
10	79	0.4848485
11	105	0.4722222
12	112	0.4750000
13	98	0.4545455
14	124	0.4680851
15	56	0.5081967
16	113	0.5072464
17	55	0.5000000
18	85	0.4864865
19	117	0.4800000
20	119	0.4395604
21	99	0.4347826
22	61	0.4476191
23	103	0.4259259
24	87	0.4181818
25	48	0.4210526
26	12	0.4188034
27	125	0.4152542
28	13	0.4180328
29	57	0.4047619
30	100	0.3984375
31	66	0.4027778
32	68	0.3945578
33	81	0.3800000
34	36	0.3774835
35	4	0.3885350
36	82	0.3742331
37	123	0.3707865
38	41	0.3687151
39	121	0.3641304
40	39	0.3689840
41	8	0.3612565
42	58	0.3659794
43	3	0.3732058
44	37	0.3696682
45	107	0.3623853
46	18	0.3489362
47	46	0.3280632
48	20	0.3218391
49	34	0.3082707
50	53	0.3011152
51	15	0.2952029
52	90	0.2949640
53	38	0.2724138
54	129	0.2680412
55	51	0.2687075
56	27	0.2649007
57	49	0.2508143
	Global minimun!!!
58	11	0.2516129
59	74	0.2735849
60	54	0.2733119
61	127	0.2891156
62	0	0.2975779
63	75	0.3122677
64	73	0.3167939
65	45	0.3438735
66	95	0.3548387
67	16	0.3562753
68	17	0.3577236
69	92	0.3524590
70	72	0.3485477
71	6	0.3605150
72	88	0.3695652
73	14	0.4285714
74	83	0.4422111
75	91	0.4512821
76	76	0.4656085
77	1	0.4702703
78	23	0.4831461
79	86	0.4802260
80	30	0.4800000
81	5	0.4797688
82	42	0.5214724
83	44	0.5294118
84	10	0.5693431
85	29	0.6000000
86	59	0.6106195
87	25	0.6126126
88	35	0.5940594
89	96	0.5918368
90	70	0.5934066
91	97	0.6338028
92	22	0.6417910
93	7	0.6307693
94	93	0.6000000
95	2	0.6000000
96	21	0.5925926
97	102	0.6326531
98	89	0.5909091
99	60	0.7419355
100	62	0.7777778
101	32	0.7692308
102	104	0.7500000
103	19	0.7391304
104	9	0.7500000
105	33	0.8333333
106	26	0.8000000
107	69	0.8571429
108	67	0.8461539
109	50	0.8000000
110	80	0.8750000
111	77	0.8333333
112	31	0.8000000
113	63	0.7500000
114	65	1.0000000
115	71	1.0000000
Size of Cluster: 7.

run time: 0.19s (20:02:17)
