Local motif clustering. build: 12:03:51, Jun 24 2019. Time: 20:01:48 [Mar 27 2019]
==================================================================================
Directed graph? (-d:)=Yes
Input graph file (-i:)=/home/dhh/soltesz-lab/losonczy-ca3-collab/v2-3232021/graph.txt
Motif type (-m:)=m5
Seed (-s:)=2
alpha (-a:)=0.98
eps (-e:)=0.0001
Size	NodeId	Conductance
1	2	1.0000000
2	42	0.8000000
3	45	0.6666667
4	60	0.5405405
5	51	0.5500000
6	50	0.4883721
7	25	0.4666667
8	35	0.4181818
9	71	0.4035088
10	49	0.4193548
11	62	0.3787879
12	63	0.3731343
13	5	0.3623188
14	65	0.3521127
15	77	0.3561644
16	88	0.3552631
17	23	0.3493976
	First local minimun!!!
18	107	0.3555556
19	53	0.3548387
20	22	0.3608247
21	74	0.4017094
22	30	0.4033614
23	56	0.4436090
24	3	0.4459459
25	127	0.4242424
26	75	0.3621622
27	72	0.3404255
28	46	0.3203883
29	32	0.3188406
30	86	0.3125000
31	80	0.3095238
32	92	0.2971698
33	66	0.2719298
34	70	0.2595745
35	57	0.2677824
36	83	0.2520000
37	34	0.2470588
38	58	0.2403101
39	82	0.2462121
40	67	0.2452830
41	69	0.2406015
42	8	0.2333333
43	36	0.2324723
44	54	0.2194245
45	61	0.2027491
46	38	0.2013201
47	85	0.1954397
48	11	0.1903226
49	123	0.1764706
50	108	0.1770186
51	37	0.1750000
52	41	0.1755486
53	81	0.1740506
	Global minimun!!!
54	21	0.1746032
55	12	0.1794872
56	119	0.2094595
57	39	0.2184300
58	27	0.2315789
59	48	0.2348754
60	96	0.2410072
61	110	0.2444444
62	129	0.2453532
63	76	0.2585551
64	95	0.2596899
65	13	0.2598425
66	15	0.2579365
67	44	0.2685950
68	98	0.2605042
69	112	0.2606838
70	73	0.2599119
71	120	0.2694064
72	91	0.2744186
73	59	0.2932692
74	4	0.3168317
75	87	0.3200000
76	113	0.3333333
77	117	0.3298429
78	18	0.3620690
79	105	0.3567252
80	29	0.3831169
81	79	0.3866667
82	14	0.4153846
83	20	0.4262295
84	124	0.4201681
85	6	0.4414414
86	68	0.4351852
87	9	0.4285714
88	10	0.5056180
89	116	0.5238096
90	93	0.5316456
91	97	0.6271186
92	55	0.6206896
93	0	0.6415094
94	126	0.6274510
95	31	0.6200000
96	17	0.6122449
97	19	0.6041667
98	1	0.5681818
99	125	0.5581396
100	109	0.5476190
101	16	0.5365854
102	7	0.5128205
103	103	0.5277778
104	121	0.5161290
105	89	0.5769231
106	99	0.5600000
107	90	0.6111111
108	100	0.5625000
109	26	0.6153846
110	33	0.5454546
111	102	0.5000000
112	104	0.2500000
113	101	0.5000000
114	111	1.0000000
115	52	1.0000000
Size of Cluster: 17.

run time: 0.19s (20:01:49)
